x;y1;y2;y3;y4;y5
0,0050985;;;;;
0,010197;;;;;
0,020394;;;;;
0,010197;;63864,82;49777,617;72170,25;70421,977
0,0010197;;;;;
0,020394;;143725,797;122795,328;140734,188;65572,086
0,050985;;321032,781;283458,281;316678,969;311208,875
0,10197;;419970,375;624459,813;585270,188;691324,375
0,152955;;1158292,5;998281,75;1112840,625;1117370,375
0,20394;;1380737;1379554,5;1526707,25;1517979,75
