x;y1;y2;y3;y4;y5
0,0046644;;;;;
0,0093288;;;;;
0,0186576;55,233;;;;
0,046644;49,249;225,793;119,526;107,495;74,375
0,093288;;;;;
0,186576;462,847;495,149;527,413;445,6;304,401
0,46644;1151,462;1064,97;1820,851;1885,992;1200,822
0,93288;2545,192;850,705;1702,196;2534,054;3169,771
1,39932;5452,89;4756,147;3914,416;5069,121;6038,041
1,86576;5782,418;6155,875;6436,36;7776,02;7209,499
