x;y1;y2;y3;y4;y5
0,0048;;;;;
0,0096;;;;;
0,0192;;;;;
0,048;32,271;154,212;0,337;220,911;138,138
0,096;419,828;;;;
0,192;165,959;1961,045;892,716;1455,724;856,541
0,48;270,112;4325,426;1994,592;3044,493;4946,387
0,96;2047,368;4146,049;5361,21;8079,198;8469,234
1,44;5306,814;11254,707;11119,091;10080,017;13598,107
1,92;4866,142;18957,629;12601,256;24494,895;23430,418
