x;y1;y2;y3;y4;y5
0,004944;;;;;
0,009888;;;;;
0,019776;;;;;
0,009888;;1561,608;1788,069;2,08;1,338
0,0009888;;;;;
0,019776;;4417,925;4764,867;0,207;1,499
0,04944;;12735,529;13966,117;2,325;0,277
0,09888;;18986,492;38738,289;6,793;4,828
0,14832;;63091,234;62023,195;21,754;5,958
0,19776;;78401,18;91121,258;26,883;17,654
