x;y1;y2;y3;y4;y5
0,0045835;;;;;
0,009167;;;;;
0,018334;;;;;
0,009167;;2646,177;2363,079;2379,209;1546,89
0,0009167;;;;;
0,018334;;5883,099;6058,641;6290,689;2290,936
0,045835;;18301,893;15236,907;16108,682;17298,803
0,09167;;31286,84;67844,672;55309,422;58510,848
0,137505;;131224,281;129201,93;134741,484;114651,602
0,18334;;199040,328;193680,078;232385,297;184502,047
