x;y1;y2;y3;y4;y5
0,005341;;;;;
0,010682;;;;;
0,021364;84,517;;;;
0,05341;962,959;1384,691;834,058;1566,936;1910,733
0,10682;377,74;;;;
0,21364;3371,479;10354,206;3700,058;7349,922;4341,699
0,5341;4050,074;26930,229;9324,564;15302,641;26008,631
1,0682;12374,633;19503,275;30242,484;42434,922;47339,578
1,6023;24026,818;65864,016;50006,371;55373,012;70532,719
2,1364;22275,367;98113,094;67255,07;124081,352;116603,07
