x;y1;y2;y3;y4;y5
0,004698;;;;;
0,009396;;;;;
0,018792;;;;;
0,009396;;3915,728;3251,203;4021,407;3099,302
0,0009396;;;;;
0,018792;;8819,355;8558,703;8391,792;3056,652
0,04698;;27065,424;25191,049;26936,83;22157,115
0,09396;;46668,352;85333,008;69582,969;67056,086
0,14094;;166551,156;155501,438;157566,563;130924,242
0,18792;;217704,766;237627,891;246492,953;242977,797
