x;y1;y2;y3;y4;y5
0,003502;;;;;
0,007004;;;;;
0,014008;;;;;
0,007004;;13188,623;12584,995;16177,992;13726,612
0,0007004;;;;;
0,014008;;30562,215;33131,793;29519,117;11747,83
0,03502;;79679,75;81396,977;76932,18;73325,477
0,07004;;99804,109;169827,391;148986,078;171447,875
0,10506;;299840,125;266314,531;294644,844;289162,5
0,14008;;344039,75;345309,719;395528,5;395219,969
