x;y1;y2;y3;y4;y5
0,005049;;;;;
0,010098;;;;;
0,020196;;;;;
0,05049;;1,128;2,267;;35,944
0,10098;0,214;;;;
0,20196;0,418;163,202;231,806;265,522;91,608
0,5049;702,413;941,407;850,121;899,503;938,469
1,0098;1781,196;1207,737;1823,43;1638,921;1959,249
1,5147;3699,276;3493,294;2562,295;3458,9;2978,717
2,0196;3889,855;3805,527;3457,328;4700,803;4562,931
