x;y1;y2;y3;y4;y5
0,004675;;;;;
0,00935;;;;;
0,0187;;;;;
0,00935;;14142,344;18488,617;13044,388;13310,249
0,000935;;;;;
0,0187;;33916,031;37487,082;27798,58;11832,805
0,04675;;69861,445;83888,336;73879,25;64311,547
0,0935;;97901,781;175330,172;134748,281;148982,172
0,14025;;279390,469;261517,156;274729,625;243043,219
0,187;;326134,469;356808,344;364347,813;351845,625
