x;y1;y2;y3;y4;y5
0,004905;;;;;
0,00981;;;;;
0,01962;;;;;
0,00981;;1313,232;1096,294;1519,281;1024,797
0,000981;;;;;
0,01962;;4757,69;3248,255;3848,988;851,978
0,04905;;14390,893;11953,742;11739,162;9209,674
0,0981;;21430,035;39141,809;32696,992;35825,609
0,14715;;82977,781;75199,375;71655,445;66516,063
0,1962;;117368,609;115241,422;118801,445;122106,336
