x;y1;y2;y3;y4;y5
0,00357;;;;;
0,00714;;;;;
0,01428;;;;;
0,0357;;0,549;1,825;;11,606
0,0714;;;;;
0,1428;183,582;150,331;8,998;95,637;65,291
0,357;680,73;422,994;404,676;536,852;539,95
0,714;1069,008;671,26;1166,776;1266,812;1635,523
1,071;2753,737;2106,802;2130,303;2499,385;2647,503
1,428;2779,769;2628,748;2761,924;3688,032;3898,812
