x;y1;y2;y3;y4;y5
0,00507275;2,008;;;;
0,0101455;73,946;;;;
0,020291;9,62;;;;
0,0507275;134,849;269,468;6,588;135,227;84,906
0,101455;297,251;;;;
0,20291;341,742;1329,339;;842,435;773,175
0,507275;2148,542;3878,709;2021,337;2162,923;3148,629
1,01455;5624,195;412,495;6387,426;5224,965;5131,97
1,521825;8151,421;7730,846;6901,868;7015,587;7828,473
2,0291;5912,932;9849,563;8393,752;12184,469;10427,188
