x;y1;y2;y3;y4;y5
0,005194;;;;;
0,010388;;;;;
0,020776;;;;;
0,010388;;2772,703;2664,226;2589,956;2631,628
0,0010388;;;;;
0,020776;;6341,424;7186,773;5595,49;2410,821
0,05194;;15814,86;15945,352;14704,666;12677,48
0,10388;;21239,93;36378,125;28302,92;30559,988
0,15582;;59561,984;56282,984;54568,66;51617,293
0,20776;;71982,273;76824,086;76240,953;72209,555
