x;y1;y2;y3;y4;y5
0,0046865;;;;;
0,009373;;;;;
0,018746;;;;;
0,009373;;6985,354;9641,926;8871,174;6524,231
0,0009373;;;;;
0,018746;;16060,323;21424,822;18172,42;6016,511
0,046865;;37830,625;47724,383;44305,949;32614,186
0,09373;;50124,73;96623,203;84693,727;75687,18
0,140595;;142026,281;150244,266;161416,266;123427,727
0,18746;;170903,094;201972,406;222377,469;171911,859
