x;y1;y2;y3;y4;y5
0,0049;;;;;
0,0098;;;;;
0,0196;;;;;
0,049;;;;;
0,098;;;;;
0,196;36,462;352,998;111,417;121,808;59,375
0,49;115,963;110,045;196,114;319,176;730,818
0,98;756,013;729,552;551,649;838,865;1039,058
1,47;1339,058;1621,209;656,796;857,684;978,169
1,96;506,182;661,769;1448,246;2395,75;2094,792
