x;y1;y2;y3;y4;y5
0,004524;;;;;
0,009048;;;;;
0,018096;;;;;
0,009048;;13904,413;17004,637;20774,289;18476,221
0,0009048;;;;;
0,018096;;31394,938;42703,453;42793,629;16207,438
0,04524;;73251,711;98917,695;108592,969;94818,133
0,09048;;96340,734;207093,188;215591,625;233038,031
0,13572;;296472,844;313310,531;429460,563;398154,656
0,18096;;356725,813;423774,75;599960,875;547832,813
