x;y1;y2;y3;y4;y5
0,005292;;;;;
0,010584;;;;;
0,021168;;;;;
0,010584;;9670,885;11917,323;9924,979;5655,185
0,0010584;;;;;
0,021168;;23192,664;29574,184;19664,502;4089,744
0,05292;;52824,496;61139,152;49245,984;25376,471
0,10584;;67669,586;117948,273;89399,211;60199,176
0,15876;;190528,641;182225,734;185459,656;105599,047
0,21168;;230228,547;254043,844;257085,359;151803,125
