x;y1;y2;y3;y4;y5
0,004947;11730,071;;;;
0,009894;23331,568;;;;
0,019788;46674,23;;;;
0,04947;113399,711;114953,523;132887,953;137593,313;123675,508
0,09894;222757,125;;;;
0,19788;466193,969;481012,813;559955,188;497690,25;226304,047
0,4947;1095941,125;1086619,75;1212492;1124483,25;1017548,5
0,9894;1926486,125;1314812,125;2161648;1849154,125;2020820,25
1,4841;3326329,75;3252778,75;3204200,25;3306920,75;3136639
1,9788;3839673,75;3842801,25;4095892;4287989;4109116,75
